age,education,marital-status,race,workclass,education-num,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,No-Degree,Not-Partnered,White,Private,9,Priv-house-serv,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Federal-gov,10,Exec-managerial,Not-in-family,Female,0,0,40,England,<=50K
*,No-Degree,Partnered,White,Federal-gov,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Federal-gov,13,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,13,Other-service,Own-child,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,State-gov,9,Exec-managerial,Unmarried,Female,0,0,45,United-States,<=50K
*,No-Degree,Not-Partnered,Black,?,8,?,Own-child,Male,0,0,25,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Wife,Female,7298,0,40,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,6,Other-service,Own-child,Female,0,1602,12,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,10,Craft-repair,Not-in-family,Male,0,1504,60,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,15,Prof-specialty,Wife,Female,0,0,45,United-States,>50K
*,Degree,Not-Partnered,Asian-Pac-Islander,Private,14,Exec-managerial,Not-in-family,Male,0,0,60,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Federal-gov,10,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Tech-support,Not-in-family,Female,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,14,Exec-managerial,Not-in-family,Female,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Other-relative,Female,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,15024,0,65,United-States,>50K
*,No-Degree,Partnered,Black,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Private,13,Adm-clerical,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Adm-clerical,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Farming-fishing,Husband,Male,0,0,40,Mexico,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,State-gov,13,Prof-specialty,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,12,Machine-op-inspct,Not-in-family,Male,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Craft-repair,Not-in-family,Male,0,2444,42,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Female,0,0,10,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Transport-moving,Husband,Male,0,0,48,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Transport-moving,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Craft-repair,Not-in-family,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,46,United-States,>50K
*,Degree,Partnered,White,Private,11,Sales,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Local-gov,12,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,10,Craft-repair,Own-child,Female,0,0,25,United-States,<=50K
*,No-Degree,Partnered,Other,Private,9,Other-service,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Handlers-cleaners,Husband,Male,0,0,27,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Tech-support,Own-child,Male,0,0,16,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Own-child,Female,0,0,25,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Sales,Own-child,Male,5178,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Private,15,Sales,Not-in-family,Male,0,0,13,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,Black,Private,13,Exec-managerial,Not-in-family,Female,0,0,50,United-States,>50K
*,Degree,Partnered,White,Private,13,Craft-repair,Husband,Male,0,0,45,United-States,>50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,13,Sales,Not-in-family,Male,0,0,50,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Adm-clerical,Not-in-family,Female,4865,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,12,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,?,10,?,Husband,Male,0,0,8,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,18,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Sales,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Unmarried,Male,0,0,32,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,8,Sales,Husband,Male,0,0,40,Cambodia,>50K
*,No-Degree,Not-Partnered,White,Private,5,Machine-op-inspct,Unmarried,Female,0,0,40,Columbia,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Not-in-family,Female,0,0,25,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,7,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,0,0,19,United-States,<=50K
*,No-Degree,Partnered,White,Private,7,Other-service,Husband,Male,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,3,Other-service,Not-in-family,Male,0,0,75,Mexico,<=50K
*,Degree,Partnered,White,Private,13,Tech-support,Husband,Male,0,0,38,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-inc,13,Tech-support,Not-in-family,Male,27828,0,55,United-States,>50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Adm-clerical,Not-in-family,Female,594,0,4,United-States,<=50K
*,Degree,Partnered,White,Private,14,Prof-specialty,Wife,Female,0,0,45,England,<=50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Husband,Male,0,0,45,United-States,<=50K
*,Degree,Partnered,White,Private,13,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Not-Partnered,Amer-Indian-Eskimo,Private,10,Sales,Own-child,Female,0,1721,25,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,4,Farming-fishing,Not-in-family,Male,0,0,30,United-States,<=50K
*,Degree,Partnered,White,?,13,?,Wife,Female,0,0,25,United-States,<=50K
*,Degree,Partnered,White,Private,13,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Sales,Unmarried,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Handlers-cleaners,Own-child,Male,0,0,15,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Not-in-family,Female,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Local-gov,10,Adm-clerical,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Other,Private,3,Handlers-cleaners,Husband,Male,0,0,40,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,13,Other-service,Not-in-family,Male,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,?,6,?,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,12,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,70,United-States,<=50K
*,No-Degree,Partnered,Asian-Pac-Islander,Private,3,Other-service,Husband,Male,0,0,40,Philippines,<=50K
*,No-Degree,Not-Partnered,Black,?,7,?,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Other-service,Not-in-family,Male,0,0,40,El-Salvador,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Machine-op-inspct,Husband,Male,0,0,45,United-States,>50K
*,No-Degree,Partnered,White,?,9,?,Wife,Female,5178,0,40,Scotland,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,20,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Handlers-cleaners,Husband,Male,0,0,40,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Unmarried,Female,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Male,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-not-inc,11,Craft-repair,Not-in-family,Male,0,0,49,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Male,0,0,60,United-States,<=50K
*,Degree,Partnered,Asian-Pac-Islander,Private,13,Prof-specialty,Wife,Female,5178,0,40,Philippines,>50K
*,No-Degree,Not-Partnered,White,Private,10,Exec-managerial,Not-in-family,Female,0,0,35,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,48,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,8,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Other-relative,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,2,Handlers-cleaners,Other-relative,Male,0,0,52,Mexico,<=50K
*,Degree,Partnered,Black,Private,13,Sales,Wife,Female,15024,0,45,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,9,Adm-clerical,Not-in-family,Female,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,Black,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Adm-clerical,Own-child,Male,0,0,30,United-States,<=50K
*,Degree,Partnered,White,Self-emp-inc,13,Sales,Husband,Male,0,0,55,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,6,Other-service,Wife,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Craft-repair,Husband,Male,0,0,70,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Machine-op-inspct,Unmarried,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Craft-repair,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Craft-repair,Husband,Male,0,0,48,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Wife,Female,0,0,47,United-States,<=50K
*,No-Degree,Partnered,White,Private,3,Craft-repair,Other-relative,Male,0,0,32,Mexico,<=50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Not-in-family,Female,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,7688,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,Private,8,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Own-child,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Federal-gov,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,11,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,55,United-States,>50K
*,No-Degree,Partnered,White,Private,10,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,7,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,20,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Transport-moving,Other-relative,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Craft-repair,Own-child,Male,0,0,40,Cuba,<=50K
*,No-Degree,Not-Partnered,White,Private,4,Craft-repair,Not-in-family,Male,0,0,70,United-States,<=50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Other-service,Unmarried,Female,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
*,Degree,Not-Partnered,White,Private,12,Prof-specialty,Not-in-family,Female,0,0,43,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,9,?,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Sales,Husband,Male,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,White,Self-emp-inc,13,Craft-repair,Own-child,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Exec-managerial,Husband,Male,0,0,45,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,Degree,Not-Partnered,White,Private,13,Prof-specialty,Own-child,Male,0,0,42,United-States,<=50K
*,No-Degree,Not-Partnered,Black,?,9,?,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Prof-specialty,Own-child,Female,0,0,10,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Craft-repair,Husband,Male,0,0,24,United-States,<=50K
*,Degree,Partnered,White,State-gov,11,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Local-gov,9,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,4,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,Black,Private,7,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Unmarried,Female,0,0,29,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Craft-repair,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Not-Partnered,White,?,9,?,Not-in-family,Female,0,0,20,United-States,<=50K
*,Degree,Not-Partnered,White,?,13,?,Not-in-family,Female,0,0,45,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
*,Degree,Partnered,White,Private,11,Adm-clerical,Husband,Male,4064,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Craft-repair,Husband,Male,0,0,3,United-States,>50K
*,No-Degree,Not-Partnered,White,Self-emp-not-inc,9,Craft-repair,Not-in-family,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Farming-fishing,Other-relative,Male,0,0,40,Puerto-Rico,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,60,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Other-service,Own-child,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Not-Partnered,White,?,10,?,Not-in-family,Male,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Other-service,Own-child,Female,0,0,20,United-States,<=50K
*,Degree,Partnered,White,Private,13,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
*,Degree,Partnered,White,Self-emp-not-inc,12,Craft-repair,Not-in-family,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Machine-op-inspct,Husband,Male,0,0,96,United-States,<=50K
*,Degree,Partnered,White,?,12,?,Husband,Male,0,0,35,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Transport-moving,Husband,Male,0,0,60,United-States,>50K
*,No-Degree,Not-Partnered,White,Local-gov,10,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,10,Prof-specialty,Own-child,Male,0,0,54,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Exec-managerial,Unmarried,Female,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Private,14,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Not-Partnered,Black,Private,9,Machine-op-inspct,Unmarried,Male,0,0,32,United-States,<=50K
*,No-Degree,Not-Partnered,Asian-Pac-Islander,Self-emp-inc,9,Sales,Other-relative,Male,0,0,35,United-States,>50K
*,No-Degree,Partnered,White,Private,9,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-inc,10,Sales,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-inc,9,Sales,Husband,Male,0,1902,40,United-States,>50K
*,No-Degree,Partnered,Black,Private,9,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
*,No-Degree,Partnered,White,Private,5,Machine-op-inspct,Husband,Male,0,0,49,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,9,Sales,Not-in-family,Male,0,0,38,United-States,<=50K
*,No-Degree,Partnered,White,Self-emp-not-inc,9,Farming-fishing,Husband,Male,0,0,55,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Prof-specialty,Husband,Male,7688,0,38,United-States,>50K
*,No-Degree,Partnered,White,Self-emp-not-inc,10,Farming-fishing,Husband,Male,0,0,80,United-States,<=50K
*,No-Degree,Partnered,White,Private,10,Transport-moving,Husband,Male,0,0,50,United-States,<=50K
*,No-Degree,Partnered,White,?,10,?,Husband,Male,0,0,50,United-States,<=50K
*,Degree,Partnered,White,Self-emp-not-inc,15,Prof-specialty,Husband,Male,0,0,30,United-States,<=50K
*,No-Degree,Not-Partnered,White,Private,7,Other-service,Not-in-family,Female,0,0,38,United-States,<=50K
*,Degree,Not-Partnered,White,Private,13,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
